pnode_id,pnode_name,pnode_subtype,pnode_zone,sub_id,sub_name,sub_city,sub_state,sub_max_volt,sub_lat,sub_lng,match_score
1775813105,DECKER  69 KV   T2,LOAD,AEP,147883,WOODPECKER,WOODFORD,VA,115,38.090488925000045,-77.44548371099995,75.0
1869183608,SAUER   69 KV   T1,LOAD,ATSI,154287,SAUER,NORWALK,OH,-999999,41.243226125000035,-82.63535179699994,100
1869183624,WILBERT 69 KV   T1,LOAD,ATSI,153958,GILBERT,GILBERT,WV,46,37.61547188800006,-81.86294443099996,85.71428571428571
1869183640,HURON FE69 KV   T1,LOAD,ATSI,154530,HURON,HURON,OH,-999999,41.38962293900005,-82.54633991299994,100
1869183643,WILMER  69 KV   T1,LOAD,ATSI,146433,WILMERDING,TURTLE CREEK,PA,138,40.402177004000066,-79.81302211099995,75.0
2041958109,BASSETT 69 KV   T1,LOAD,AEP,147338,WEST BASSETT,BASSETT,VA,138,36.76979022900008,-80.01751278799998,100
2156110484,RIDGELY 138 KV  T1,LOAD,AEP,146408,RIDGEWAY,RIDGEWAY,VA,138,36.58641858800007,-79.83865419599994,85.0
2041966750,DEER    69 KV   T1,LOAD,ATSI,123992,DEER CREEK,MARION,IN,138,40.51604701900004,-85.64382550199997,100
2041966764,FREEMAN 69 KV   T1,LOAD,ATSI,148209,FREEMAN DP,FREEMAN,VA,115,36.76420328300003,-77.70108815999998,100
2041966824,RADNOR  69 KV   T1,LOAD,ATSI,147578,RADNOR HEIGHTS,ARLINGTON,VA,-999999,38.88597774400006,-77.08253236299998,100
2041966868,AERO    69 KV   T1,LOAD,ATSI,151010,AERO,VIENNA,OH,-999999,41.25930002900003,-80.69903901499998,100
2041966869,FREEDME 69 KV   T1,LOAD,ATSI,151734,FREEDOM,MANTUA,OH,-999999,41.26946819300008,-81.14408713099994,85.71428571428571
2041966897,WINDHAM 69 KV   T1,LOAD,ATSI,152849,WINDHAM,WINDHAM,OH,-999999,41.23528533100006,-81.00308573899997,100
2155501899,MTUNION 69 KV   T2,LOAD,AEP,147805,MT. UNION,TROUTVILLE,VA,-999999,37.460082113000055,-80.01517844299997,87.5
2156108973,BUELL   138 KV  T1,LOAD,AEP,150289,BLUEBELL,ALLIANCE,OH,138,40.91993379300004,-81.07754947699993,81.92307692307692
2156108983,SPEIDEL 69 KV   HANNACOL,LOAD,AEP,150326,SPEIDEL,BARNESVILLE,OH,138,40.00522506300007,-81.12537372999998,100
2156108996,NEFFS   69 KV   T1,LOAD,AEP,136880,NEFF,BELLAIRE,OH,138,40.02901981500003,-80.81992136299993,88.88888888888889
2156109016,ATWOOD  69 KV   ATWOOD,LOAD,AEP,108828,FLATWOOD,ELKVIEW,WV,138,38.40111464100005,-81.47194016299994,85.71428571428571
2156109016,ATWOOD  69 KV   ATWOOD,LOAD,AEP,147055,OAKWOOD,NORFOLK,VA,-999999,36.90978868000008,-76.23733450099996,76.92307692307692
2156109037,CONTOWN 69 KV   CONTOWN,LOAD,EKPC,146944,JOHNSTOWN,JACKSON TWP,PA,230,40.40375056200003,-78.91608147799997,75.0
2156109316,BRIDGE  69 KV   T2,LOAD,AEP,146331,IRON BRIDGE,RICHMOND,VA,230,37.408621664000066,-77.50466853399996,100
2156109316,BRIDGE  69 KV   T2,LOAD,AEP,147025,IRON BRIDGE,MT PLEASANT,PA,138,40.11450915700004,-79.55034358599994,100
2156109595,WYOGA   69 KV   T1,LOAD,ATSI,152336,WYOGA,STOW,OH,-999999,41.18058102500004,-81.49150756699999,100
2156109925,GARLING 138 KV  NSGGLASS,LOAD,ATSI,147574,ARLINGTON,ARLINGTON,VA,230,38.84769082300005,-77.09782624199994,75.0
2156109925,GARLING 138 KV  NSGGLASS,LOAD,ATSI,152312,ARLINGTON,AKRON,OH,-999999,41.06867402300003,-81.48824412599998,75.0
2156110154,WBASHAN 69 KV   T1,LOAD,AEP,153274,WABASH,WABASH,IN,138,40.78792608400005,-85.81791813299998,76.92307692307692
2156110163,RACCOON 138 KV  T1,LOAD,AEP,150618,RACCOON,CENTER TWP,PA,138,40.640067266000074,-80.33302469099993,100
2156110169,DEVOLA  138 KV  T1,LOAD,AEP,152303,DEVOLA,MARIETTA,OH,138,39.44314276800003,-81.44287730199994,100
2156110458,LUSHER  69 KV   T1LOAD,LOAD,AEP,160658,LUSHER,ELKHART,IN,-999999,41.667168729000025,-85.96093687999996,100
2156110484,RIDGELY 138 KV  T1,LOAD,AEP,147370,RIDGELEY,RIDGELEY,WV,138,39.63010824200006,-78.78359397999998,98.33333333333333
2156110507,ZEDAKER 69 KV   GENEX_LD,LOAD,ATSI,150403,ZEDAKER,YOUNGSTOWN,OH,-999999,41.06210204200005,-80.63670559599996,100
2156110823,CAMERON 69 KV   T1,LOAD,AEP,146458,CARSON,PITTSBURGH,PA,138,40.41973579900008,-79.96004876699999,76.92307692307692
2156110823,CAMERON 69 KV   T1,LOAD,AEP,148246,CARSON,PETERSBURG,VA,500,37.085388246000036,-77.40587584299999,76.92307692307692
2156110834,COLE    138 KV  T3,LOAD,AEP,176837,COLE ROAD,GALLOWAY,OH,345,39.958654280000076,-83.18104739299997,100
2156110834,COLE    138 KV  T3,LOAD,AEP,155002,COPLEY,AKRON,OH,-999999,41.099526868000055,-81.65158542099994,80.0
2156111262,HAYDEN  138 KV  T4,LOAD,AEP,152466,HAYDEN,HILLIARD,OH,345,40.061931155000025,-83.19406476499995,100
2156111393,GUYANDOT138 KV  MARIANNA,LOAD,AEP,130792,MARIANNA,MARIANNA,WV,46,37.59247721700007,-81.60271371099998,100
2156111843,SBENTON 69 KV   T1,LOAD,AEP,147521,BEDINGTON,MARTINSBURG,WV,500,39.51558068400004,-77.91731837199995,75.0
2156111857,MCELROY 69 KV   FISHCRK,LOAD,AEP,144020,ELROY,HATFIELD TWP,PA,500,40.27833900100006,-75.32625676299995,83.33333333333333
2156111883,PERCH   138 KV  T1,LOAD,AEP,147663,PERTH,NATHALIE,VA,115,37.013663019000035,-79.00402362099999,80.0
2156111972,ARBOLES 138 KV  ACP2,LOAD,AEP,144007,BARBADOES,NORRISTOWN,PA,230,40.11441226200003,-75.35845087799999,75.0
2156117885,WWILMONT69 KV   ALPINE,LOAD,AEP,147835,ALPINE,CHESTER,VA,230,37.33627018300007,-77.28109658299996,100
2156117885,WWILMONT69 KV   ALPINE,LOAD,AEP,155006,ALPINE,WILMOT,OH,-999999,40.655127537000055,-81.65725016199997,100
2156112478,OHIOOIL 69 KV   T1,LOAD,AEP,127652,OHIO OIL,ELWOOD,IN,69,40.291272347000074,-85.86242314299994,98.33333333333333
2156117429,ZANE    69 KV   TR1,LOAD,ATSI,151359,ZANE,EAST PALESTINE,OH,-999999,40.833830000000034,-80.52484411699999,100
2156112946,ESPARTA 69 KV   T3,LOAD,AEP,153877,EAST SPARTA,EAST SPARTA,OH,-999999,40.660372524000024,-81.35744616699998,77.77777777777777
2156113028,LYNN    69 KV   T1,LOAD,AEP,123485,LAKE LYNN HYDRO STATION,LAKE LYNN,PA,138,39.72114713600007,-79.85510503699999,100
2156113079,REEDY   69 KV   T1,LOAD,AEP,146906,REEDY CREEK,SOUTH BOSTON,VA,115,36.697712986000056,-78.87641442299997,100
2156113196,JARRETT 138 KV  T1,LOAD,AEP,148212,JARRATT,DEWITT,VA,115,36.82027336800007,-77.48376492199998,85.71428571428571
2156113254,LANE    69 KV   ALD,LOAD,AEP,150377,MAHANS LANE,FOLLANSBEE,WV,138,40.33752000700008,-80.59360736099995,100
2156113574,IRNTRNGL138 KV  LOUDON,LOAD,AEP,157733,LOUDON,ALDIE,VA,500,38.89413189100003,-77.56454703199995,100
2156113676,JEANETTE69 KV   FOSTORIA,LOAD,AEP,153669,FOSTORIA,FOSTORIA,OH,138,41.15156682600008,-83.43458287299995,100
2156114132,CANNON  69 KV   WEST_LD,LOAD,ATSI,146345,CANNON BRANCH,MANASSAS,VA,230,38.744047747000025,-77.50301177799997,100
2156114177,NORDSON 69 KV   NORD_LD,LOAD,ATSI,152377,NORDONIA,MACEDONIA,OH,138,41.30221632800004,-81.49515563799997,80.0
2156114550,BEACON  345 KV  DARBY1,LOAD,AEP,146785,BECO,STERLING,VA,230,39.02455766700007,-77.43713271499996,80.0
2156114580,HILLS   69 KV   LOAD1,LOAD,ATSI,116747,VIRIGINIA HILLS,ALEXANDRIA,VA,230,38.784851298000035,-77.10849407899997,100
2156114580,HILLS   69 KV   LOAD1,LOAD,ATSI,151057,SHORT HILLS,KINGSPORT,TN,138,36.55991274100006,-82.51515857999993,100
2156114580,HILLS   69 KV   LOAD1,LOAD,ATSI,152371,HILLS,NORTHFIELD,OH,-999999,41.29949918800003,-81.54937961799999,100
2156114652,LITTON  69 KV   XFMR1,LOAD,DEOK,128956,CLINTON,CLINTON,MI,-999999,42.068168135000064,-83.97639958799994,76.92307692307692
2156114652,LITTON  69 KV   XFMR1,LOAD,DEOK,146774,CLIFTON,CLIFTON,VA,500,38.78120873100005,-77.39880676299998,76.92307692307692
2156114766,CALLERY 69 KV   T1LD,LOAD,ATSI,128723,VALLEY,DECATUR,MI,138,42.10193654500006,-85.96885297699998,76.92307692307692
2156114766,CALLERY 69 KV   T1LD,LOAD,ATSI,147665,VALLEY,WEYERS CAVE,VA,500,38.314341598000055,-78.97081061799997,76.92307692307692
2156114766,CALLERY 69 KV   T1LD,LOAD,ATSI,150566,VALLEY,ROCHESTER TWP,PA,138,40.717424864000066,-80.29646434999995,76.92307692307692
2156115636,SUPPERSA69 KV   GUARDIAN,LOAD,AEP,122661,GUARDIAN,LIGONIER,IN,138,41.45619559200003,-85.60518956099997,100
2156115860,PERMAC  69 KV   CNXGAS,LOAD,AEP,160540,PERMAC,OAKWOOD,VA,69,37.157045330000074,-81.98353420299998,100
2156115931,ADRIAN  69 KV   LOAD,LOAD,AEP,128958,ADRIAN ENERGY ASSOCIATES LLC,PALMYRA TWP,MI,-999999,41.89124026200005,-83.99307965999998,100
2156117260,BRIMFLD 69 KV   TR1LD,LOAD,ATSI,153851,BRIMFIELD,KENT,OH,-999999,41.11724567500005,-81.33320426099993,87.5
2156117261,LISBON  69 KV   TR2,LOAD,ATSI,151297,LISBON,LISBON,OH,-999999,40.77460819500004,-80.75969660999993,100
2156117501,ELMO    69 KV   T1,LOAD,AEP,147561,ELKO,SANDSTON,VA,230,37.47725916500008,-77.23744482599994,75.0
2156118405,CLUTCH  69 KV   LUKUSAT1,LOAD,AEP,113840,CLUTCH SWITCH,WOOSTER,OH,138,40.83594686400005,-81.89714429199995,100
2156118435,KIBER   138 KV  GROVES2,LOAD,AEP,151295,KIMBERLY,YOUNGSTOWN,OH,-999999,41.101848956000026,-80.75737130399995,76.92307692307692
2156118984,GARDEN  69 KV   T4,LOAD,AEP,117036,GARDEN CREEK,OAKWOOD,VA,138,37.20653432900008,-82.00870516899994,100
2156118984,GARDEN  69 KV   T4,LOAD,AEP,146618,BEAR GARDEN,NEW CANTON,VA,230,37.697089661000064,-78.28432132099994,100
