iso_id,name,pnode_id,month,year,total_lmp
dc6a8309-d023-4fc0-87bb-396091d6b178,BAYVIEW,292885,6,2026,50.32
dc6a8309-d023-4fc0-87bb-396091d6b178,BELLE   46 KV   T1,32410599,6,2026,48.32
dc6a8309-d023-4fc0-87bb-396091d6b178,JOLIET 7,33138733,6,2026,35.9
dc6a8309-d023-4fc0-87bb-396091d6b178,AURORA CT1,33138753,6,2026,35.47
dc6a8309-d023-4fc0-87bb-396091d6b178,DALEOE  138 KV  TR2,98370075,6,2026,38.31
dc6a8309-d023-4fc0-87bb-396091d6b178,DEEP CREEK 1,51213,6,2026,53.12
dc6a8309-d023-4fc0-87bb-396091d6b178,SATURN  138 KV  INDIANCR,93353447,6,2026,37.63
dc6a8309-d023-4fc0-87bb-396091d6b178,WALLEN  138 KV  LOAD XT1,57967547,6,2026,37.35
dc6a8309-d023-4fc0-87bb-396091d6b178,GALION  69 KV   LOAD,32414931,6,2026,37.8
dc6a8309-d023-4fc0-87bb-396091d6b178,EGE     138 KV  T1,32411167,6,2026,36.34
dc6a8309-d023-4fc0-87bb-396091d6b178,HUNTERSTOWN,52456,6,2026,36.17
dc6a8309-d023-4fc0-87bb-396091d6b178,SUPPERSA69 KV   GUARDIAN,2156115636,6,2026,36.04
dc6a8309-d023-4fc0-87bb-396091d6b178,AUBURN  138 KV  T1,32410555,6,2026,37.18
dc6a8309-d023-4fc0-87bb-396091d6b178,SOUTH BEND 1-4,8717315,6,2026,36.02
dc6a8309-d023-4fc0-87bb-396091d6b178,GERMAN  138 KV  T1,32411381,6,2026,35.01
dc6a8309-d023-4fc0-87bb-396091d6b178,CALVERT 138 KV  T1,32410791,6,2026,37.57
dc6a8309-d023-4fc0-87bb-396091d6b178,JACKSON 69 KV   LEECITY,32411693,6,2026,35.1
dc6a8309-d023-4fc0-87bb-396091d6b178,HAGERSTOWN - AP,22191899,6,2026,52.56
dc6a8309-d023-4fc0-87bb-396091d6b178,MORGANTOWN 2,615741,6,2026,51.72
dc6a8309-d023-4fc0-87bb-396091d6b178,CONCORD 138 KV  T1,32410957,6,2026,36.99
dc6a8309-d023-4fc0-87bb-396091d6b178,DICKERSON 3,615747,6,2026,52.79
dc6a8309-d023-4fc0-87bb-396091d6b178,CONOWINGO 8,734115,6,2026,50.67
dc6a8309-d023-4fc0-87bb-396091d6b178,HAYROAD,113749,6,2026,53.01
dc6a8309-d023-4fc0-87bb-396091d6b178,ROCKSPRINGS,21616495,6,2026,49.83
dc6a8309-d023-4fc0-87bb-396091d6b178,SBENDAEP69 KV   COLFAX,2156112369,6,2026,36.28
dc6a8309-d023-4fc0-87bb-396091d6b178,NOBLE   69 KV   T1,1666103464,6,2026,35.04
dc6a8309-d023-4fc0-87bb-396091d6b178,GRANGER 138 KV  T1,32411413,6,2026,36.93
dc6a8309-d023-4fc0-87bb-396091d6b178,PRIDE   115 KV  PRIDE,1207062187,6,2026,51.5
dc6a8309-d023-4fc0-87bb-396091d6b178,GOLDEN,2156118934,6,2026,50.12
dc6a8309-d023-4fc0-87bb-396091d6b178,WESTPORT CT 5,79463707,6,2026,51.22
dc6a8309-d023-4fc0-87bb-396091d6b178,WELLSBORO,51285,6,2026,50.2
dc6a8309-d023-4fc0-87bb-396091d6b178,BRANDONSH,51205,6,2026,52.51
dc6a8309-d023-4fc0-87bb-396091d6b178,WAGNER 1,79463699,6,2026,51.68
dc6a8309-d023-4fc0-87bb-396091d6b178,DECATUR 69 KV   T1,1775813090,6,2026,37.41
dc6a8309-d023-4fc0-87bb-396091d6b178,OAKDAL  69 KV   TR2,135388923,6,2026,34.69
dc6a8309-d023-4fc0-87bb-396091d6b178,YORK    69 KV   T1,2156115352,6,2026,43.55
dc6a8309-d023-4fc0-87bb-396091d6b178,LYNN    69 KV   T1,2156113028,6,2026,46.65
dc6a8309-d023-4fc0-87bb-396091d6b178,HANDSOME LAKE,1104241,6,2026,45.92
dc6a8309-d023-4fc0-87bb-396091d6b178,PINEYF  69 KV   T1,32412259,6,2026,43.08
dc6a8309-d023-4fc0-87bb-396091d6b178,LOCUST  69 KV   LD3,123901285,6,2026,45.19
dc6a8309-d023-4fc0-87bb-396091d6b178,HUNLOCK 4,684784,6,2026,46.87
dc6a8309-d023-4fc0-87bb-396091d6b178,MARTIN  46 KV   T1,32411895,6,2026,43.61
dc6a8309-d023-4fc0-87bb-396091d6b178,WARRIOR RIDGE,31447023,6,2026,47.05
dc6a8309-d023-4fc0-87bb-396091d6b178,IRONWOOD,1080786,6,2026,45.31
dc6a8309-d023-4fc0-87bb-396091d6b178,ROCHELLE,33092305,6,2026,49.7
dc6a8309-d023-4fc0-87bb-396091d6b178,THURMONT - AP,22465574,6,2026,53.13
dc6a8309-d023-4fc0-87bb-396091d6b178,DEER    69 KV   T1,2041966750,6,2026,36.62
dc6a8309-d023-4fc0-87bb-396091d6b178,MEADOWBROOK,5022440,6,2026,34.76
dc6a8309-d023-4fc0-87bb-396091d6b178,MADISON,130204739,6,2026,39.1
dc6a8309-d023-4fc0-87bb-396091d6b178,MEDFORD 138 KV  T1,32411941,6,2026,36.12
dc6a8309-d023-4fc0-87bb-396091d6b178,DELAWARE 8,734113,6,2026,37.72
dc6a8309-d023-4fc0-87bb-396091d6b178,KENOVA  138 KV  T7,32411743,6,2026,42.18
dc6a8309-d023-4fc0-87bb-396091d6b178,ROCKFORD,33138787,6,2026,38.0
dc6a8309-d023-4fc0-87bb-396091d6b178,GRAND POINT,12580877,6,2026,45.17
dc6a8309-d023-4fc0-87bb-396091d6b178,GUILFRD 138 KV  GUILFORD,1356155576,6,2026,45.52
dc6a8309-d023-4fc0-87bb-396091d6b178,GREENECC,2156109503,6,2026,45.03
dc6a8309-d023-4fc0-87bb-396091d6b178,GANS CC,9380549,6,2026,43.88
dc6a8309-d023-4fc0-87bb-396091d6b178,CRANBERRY,1076374013,6,2026,43.12
dc6a8309-d023-4fc0-87bb-396091d6b178,YORK HAVEN,51290,6,2026,44.65
dc6a8309-d023-4fc0-87bb-396091d6b178,MUDDY RUN,734134,6,2026,44.76
dc6a8309-d023-4fc0-87bb-396091d6b178,LAURELDM13.8 KV LAUREL,1123180719,6,2026,35.08
dc6a8309-d023-4fc0-87bb-396091d6b178,JOSHUA FALLS,34509199,6,2026,44.18
dc6a8309-d023-4fc0-87bb-396091d6b178,HAZELTON,51228,6,2026,45.95
dc6a8309-d023-4fc0-87bb-396091d6b178,KLINE   138 KV  T1,32411763,6,2026,43.91
dc6a8309-d023-4fc0-87bb-396091d6b178,PHILIPS 69 KV   PHIL,1666103462,6,2026,45.84
dc6a8309-d023-4fc0-87bb-396091d6b178,LIBERTY 69 KV   BK-1,40243581,6,2026,46.29
dc6a8309-d023-4fc0-87bb-396091d6b178,MUNK    69 KV   LD_185,1123174885,6,2026,35.76
dc6a8309-d023-4fc0-87bb-396091d6b178,MOUNTAINEER,34509207,6,2026,45.47
dc6a8309-d023-4fc0-87bb-396091d6b178,ORRTANNA CT,51243,6,2026,47.69
dc6a8309-d023-4fc0-87bb-396091d6b178,WALLENPAUPACK,51281,6,2026,46.98
dc6a8309-d023-4fc0-87bb-396091d6b178,ORCHARD,67165681,6,2026,41.87
dc6a8309-d023-4fc0-87bb-396091d6b178,NAPERVILLE,56783061,6,2026,46.52
dc6a8309-d023-4fc0-87bb-396091d6b178,ADDISON 138 KV  T3,32410491,6,2026,36.83
dc6a8309-d023-4fc0-87bb-396091d6b178,OHIOOIL 69 KV   T1,2156112478,6,2026,35.6
dc6a8309-d023-4fc0-87bb-396091d6b178,CEDAR STATION CT 2,278221,6,2026,36.51
dc6a8309-d023-4fc0-87bb-396091d6b178,LAPORTE 69 KV   SPRINGV,32411793,6,2026,36.04
dc6a8309-d023-4fc0-87bb-396091d6b178,KEENEY,52458,6,2026,47.02
dc6a8309-d023-4fc0-87bb-396091d6b178,MIDDLETOWN,51240,6,2026,52.26
dc6a8309-d023-4fc0-87bb-396091d6b178,TRAYNOR,51277,6,2026,52.89
dc6a8309-d023-4fc0-87bb-396091d6b178,LAURELWF,1094699114,6,2026,49.69
dc6a8309-d023-4fc0-87bb-396091d6b178,WWHARTON BK 2,47560805,6,2026,49.63
dc6a8309-d023-4fc0-87bb-396091d6b178,COLBY   34 KV   T1,32410941,6,2026,39.18
dc6a8309-d023-4fc0-87bb-396091d6b178,VALLEY,35010387,6,2026,37.51
dc6a8309-d023-4fc0-87bb-396091d6b178,POKAGON 69 KV   BARRETTP,32412277,6,2026,40.28
dc6a8309-d023-4fc0-87bb-396091d6b178,COREY   69 KV   3RIV,1107281059,6,2026,40.07
dc6a8309-d023-4fc0-87bb-396091d6b178,MILLRUN 69 KV   T1,32411991,6,2026,44.72
dc6a8309-d023-4fc0-87bb-396091d6b178,VERNON BK 4,45980951,6,2026,49.27
dc6a8309-d023-4fc0-87bb-396091d6b178,ALLOY   138 KV  LT21,32410511,6,2026,41.63
dc6a8309-d023-4fc0-87bb-396091d6b178,LITTON  69 KV   XFMR1,2156114652,6,2026,37.25
dc6a8309-d023-4fc0-87bb-396091d6b178,ADRIAN  69 KV   LOAD,2156115931,6,2026,40.26
dc6a8309-d023-4fc0-87bb-396091d6b178,STURGIS 69 KV   FAWNRIVE,32412755,6,2026,39.47
dc6a8309-d023-4fc0-87bb-396091d6b178,MONTVILLE,51241,6,2026,38.33
dc6a8309-d023-4fc0-87bb-396091d6b178,DELAWARE CITY 1,278243,6,2026,51.35
dc6a8309-d023-4fc0-87bb-396091d6b178,EDGE MOOR 3,278248,6,2026,51.55
dc6a8309-d023-4fc0-87bb-396091d6b178,BROOKS2 69 KV   LD_184,1123175311,6,2026,36.99
dc6a8309-d023-4fc0-87bb-396091d6b178,CHRISTIANA 11,278241,6,2026,51.31
dc6a8309-d023-4fc0-87bb-396091d6b178,HAGAR   69 KV   LOAD,2156110160,6,2026,39.14
dc6a8309-d023-4fc0-87bb-396091d6b178,ALMENA  69 KV   LOAD,1107280803,6,2026,38.63
dc6a8309-d023-4fc0-87bb-396091d6b178,STONE   138 KV  T1,32412723,6,2026,39.26
dc6a8309-d023-4fc0-87bb-396091d6b178,PINNACLE WF,1067320092,6,2026,49.98
dc6a8309-d023-4fc0-87bb-396091d6b178,CARSON,35010339,6,2026,36.84
dc6a8309-d023-4fc0-87bb-396091d6b178,ITMANN  138 KV  T1,32411685,6,2026,43.09
dc6a8309-d023-4fc0-87bb-396091d6b178,SPRIGG  138 KV  T1,32412661,6,2026,44.2
dc6a8309-d023-4fc0-87bb-396091d6b178,WHEBRON 138 KV  T1,32413013,6,2026,38.22
dc6a8309-d023-4fc0-87bb-396091d6b178,GUYANDOT138 KV  MARIANNA,2156111393,6,2026,41.85
dc6a8309-d023-4fc0-87bb-396091d6b178,BETHLEHEM STEEL,210020,6,2026,42.35
dc6a8309-d023-4fc0-87bb-396091d6b178,SEWAREN 2,918820,6,2026,50.39
dc6a8309-d023-4fc0-87bb-396091d6b178,BERGENCC,113736,6,2026,49.05
dc6a8309-d023-4fc0-87bb-396091d6b178,FAIRLAWN,51221,6,2026,49.21
dc6a8309-d023-4fc0-87bb-396091d6b178,LINDEN A,41935497,6,2026,51.09
dc6a8309-d023-4fc0-87bb-396091d6b178,YARDS CREEK 1,33638761,6,2026,51.67
dc6a8309-d023-4fc0-87bb-396091d6b178,MERCK,734135,6,2026,51.75
dc6a8309-d023-4fc0-87bb-396091d6b178,CUMBERLAND CT,278222,6,2026,48.06
dc6a8309-d023-4fc0-87bb-396091d6b178,COOKSTOWN,51211,6,2026,49.01
dc6a8309-d023-4fc0-87bb-396091d6b178,CHAMBERS CCLP,6422624,6,2026,51.4
dc6a8309-d023-4fc0-87bb-396091d6b178,NORTH LONGVIEW,77260083,6,2026,40.05
dc6a8309-d023-4fc0-87bb-396091d6b178,GILBERTCC,113745,6,2026,48.18
dc6a8309-d023-4fc0-87bb-396091d6b178,WERNER CT 1,51286,6,2026,48.97
dc6a8309-d023-4fc0-87bb-396091d6b178,MAYWOOD T-1,73326993,6,2026,50.27
dc6a8309-d023-4fc0-87bb-396091d6b178,CEDAR STATION CT 1,278220,6,2026,49.63
dc6a8309-d023-4fc0-87bb-396091d6b178,CARLLS CORNER CT 1,278218,6,2026,51.02
dc6a8309-d023-4fc0-87bb-396091d6b178,NEWARK ENERGY CC,1297837077,6,2026,47.76
dc6a8309-d023-4fc0-87bb-396091d6b178,MUSKINGUMRIV 1,35079823,6,2026,40.19
dc6a8309-d023-4fc0-87bb-396091d6b178,FARDAY  138 KV  T1,1439644386,6,2026,42.19
dc6a8309-d023-4fc0-87bb-396091d6b178,BENNING 15,684709,6,2026,40.92
dc6a8309-d023-4fc0-87bb-396091d6b178,BENNING 16,684708,6,2026,39.1
dc6a8309-d023-4fc0-87bb-396091d6b178,NELSON CC1,1270652100,6,2026,38.48
dc6a8309-d023-4fc0-87bb-396091d6b178,WAYNE CT,51284,6,2026,36.5
dc6a8309-d023-4fc0-87bb-396091d6b178,ELWOOD 5,33138773,6,2026,37.37
dc6a8309-d023-4fc0-87bb-396091d6b178,LASALLE 1,33138723,6,2026,35.26
dc6a8309-d023-4fc0-87bb-396091d6b178,BRAIDWOOD 1,33138729,6,2026,35.97
dc6a8309-d023-4fc0-87bb-396091d6b178,23 COLLINS,33108563,6,2026,34.25
dc6a8309-d023-4fc0-87bb-396091d6b178,112 WILTON,33108559,6,2026,34.07
dc6a8309-d023-4fc0-87bb-396091d6b178,ROCKPORT,34509213,6,2026,34.59
dc6a8309-d023-4fc0-87bb-396091d6b178,BYRON 1,33138745,6,2026,37.46
dc6a8309-d023-4fc0-87bb-396091d6b178,PLEASANT VIEW,35010371,6,2026,35.64
dc6a8309-d023-4fc0-87bb-396091d6b178,ZION 1,33138769,6,2026,36.0
dc6a8309-d023-4fc0-87bb-396091d6b178,WALDWICK JK,41935493,6,2026,48.0
dc6a8309-d023-4fc0-87bb-396091d6b178,STILWEL 69 KV   BK1,123901401,6,2026,38.61
dc6a8309-d023-4fc0-87bb-396091d6b178,NEFFS   69 KV   T1,2156108996,6,2026,39.16
dc6a8309-d023-4fc0-87bb-396091d6b178,KELLY   138 KV  TR71,93353807,6,2026,37.88
dc6a8309-d023-4fc0-87bb-396091d6b178,INVOLTA 138 KV  TR1,1067163600,6,2026,38.99
dc6a8309-d023-4fc0-87bb-396091d6b178,SOUREK  138 KV  TR1,1292908770,6,2026,37.65
dc6a8309-d023-4fc0-87bb-396091d6b178,GORSUCH 138 KV  AMP OHIO,5021727,6,2026,36.11
dc6a8309-d023-4fc0-87bb-396091d6b178,AETNA   23 KV   A,32414793,6,2026,35.83
dc6a8309-d023-4fc0-87bb-396091d6b178,GAVIN,34509191,6,2026,38.18
dc6a8309-d023-4fc0-87bb-396091d6b178,TRIMBLE 69 KV   TR1,135389007,6,2026,36.42
dc6a8309-d023-4fc0-87bb-396091d6b178,PENELEC,51300,6,2026,42.07
dc6a8309-d023-4fc0-87bb-396091d6b178,CHARLES 138 KV  BK10,119117807,6,2026,38.66
dc6a8309-d023-4fc0-87bb-396091d6b178,ASHLAND 138 KV  T1_LOAD,2156112400,6,2026,38.85
dc6a8309-d023-4fc0-87bb-396091d6b178,WAUSAU  69 KV   LD1,123901439,6,2026,36.62
dc6a8309-d023-4fc0-87bb-396091d6b178,COMED,33092371,6,2026,40.23
dc6a8309-d023-4fc0-87bb-396091d6b178,PERRYMAN 51,79463697,6,2026,50.71
dc6a8309-d023-4fc0-87bb-396091d6b178,HUNLOCK,51233,6,2026,52.95
dc6a8309-d023-4fc0-87bb-396091d6b178,POTOMAC 5,615729,6,2026,51.25
dc6a8309-d023-4fc0-87bb-396091d6b178,WEATHERLY,32661105,6,2026,51.54
dc6a8309-d023-4fc0-87bb-396091d6b178,DOVERGEN,34511959,6,2026,47.44
dc6a8309-d023-4fc0-87bb-396091d6b178,WOODBRIDGE CC,1318632590,6,2026,49.81
dc6a8309-d023-4fc0-87bb-396091d6b178,MADISON STREET 1,278255,6,2026,52.03
dc6a8309-d023-4fc0-87bb-396091d6b178,SAYREVILLE 4,51253,6,2026,49.62
